student_id,country,development_level,poverty_rate_percent,internet_infrastructure_index,average_internet_speed_mbps,age,gender,urban_rural,family_income_level,device_access,internet_access_hours,education_level,field_of_study,academic_motivation,online_learning_hours,social_media_hours,sessions_per_day,average_session_length_minutes,late_night_usage,education_content_hours,short_video_hours,entertainment_content_hours,news_content_hours,likes_given_per_day,comments_written_per_day,posts_created_per_week,late_night_score,brain_rot_index,brain_rot_level,attention_span_minutes,study_hours_per_week,class_attendance_rate,productivity_score,sleep_hours,stress_level,anxiety_score,depression_score,ads_viewed_per_day,ads_clicked_per_week,impulse_purchase_score,digital_spending_per_month,cyberbullying_exposure,adult_content_exposure,digital_addiction_score,wellbeing_index,academic_risk_score,financial_risk_score
3010,Canada,Developed,14.51,90.5,188.19,22,Female,Urban,Middle,Smartphone,6.326,Postgraduate,Social Sciences,7.317,8.726,4.137,11.502,42.215,2,1.201,1.473,1.463,0.911,107.821,3.996,2.886,1,15.519,1,56.105,28.801,88.576,10.0,6.369,5.105,4.709,1.205,111.853,13.354,4.211,52.783,0,0,13.457,68.68,0.0,25.722
3011,Philippines,Developing,24.12,66.21,33.68,19,Male,Rural,Low,Smartphone,5.66,School,NA,3.785,3.632,3.076,7.506,30.041,3,0.531,1.114,1.431,0.345,52.665,6.347,1.656,2,16.268,1,48.273,16.155,88.82,7.642,6.518,5.711,4.97,3.922,81.22,12.191,3.807,21.122,0,0,12.04,61.8,0.0,31.873
3012,UK,Developed,12.32,93.79,133.44,19,Female,Urban,High,Laptop,7.864,Diploma,Business,4.826,7.328,6.049,15.735,65.014,4,1.106,3.101,1.841,0.862,145.194,10.908,6.446,3,30.365,2,48.779,21.534,92.779,7.999,4.0,6.602,4.646,5.576,173.132,21.852,7.112,131.652,1,0,22.957,51.863,0.0,51.211
3013,Australia,Developed,13.66,78.92,208.44,17,Female,Urban,Middle,Smartphone,6.357,School,NA,3.368,7.848,6.105,17.319,60.962,3,0.507,2.272,3.327,0.492,73.722,10.027,11.154,2,37.68,2,42.338,19.666,76.712,4.605,4.0,7.711,7.368,9.486,167.2,20.149,6.559,66.059,1,0,25.884,36.421,1.682,48.934
3014,Sri Lanka,Underdeveloped,62.28,36.84,11.02,15,Male,Urban,Low,Shared Device,4.347,School,NA,2.973,6.751,3.707,9.063,42.253,2,0.208,2.077,1.422,0.325,73.047,6.142,5.426,1,18.958,1,50.358,20.88,88.872,7.815,5.886,5.499,4.46,4.428,115.46,13.188,5.968,33.08,0,0,10.856,60.446,0.0,48.224
3015,Qatar,Developing,16.3,54.93,27.19,20,Female,Urban,Low,Shared Device,6.014,Graduate,STEM,5.892,6.246,4.161,13.217,47.726,2,0.897,1.395,1.869,0.636,61.508,13.449,8.289,1,26.731,1,54.689,19.651,77.323,9.463,5.288,8.294,6.999,8.108,121.489,12.833,4.053,42.057,0,1,19.55,43.04,0.0,42.533
3016,Tanzania,Underdeveloped,49.86,41.4,10.04,19,Female,Rural,Low,Smartphone,3.489,School,NA,5.716,4.626,1.324,4.66,17.889,1,0.103,0.568,0.652,0.502,21.976,2.69,2.312,0,0.0,0,52.288,25.211,99.944,10.0,7.547,3.124,1.68,4.647,50.66,7.438,4.932,26.949,0,0,2.196,69.093,0.0,46.722
3017,Oman,Developing,34.31,54.33,76.57,22,Male,Urban,Middle,Smartphone,5.476,Graduate,Medicine,4.651,5.97,2.151,6.809,24.54,3,0.684,1.009,0.458,0.734,56.162,5.425,1.342,2,12.468,1,54.591,24.926,89.264,10.0,6.533,3.162,4.94,4.862,74.732,11.868,4.751,67.278,0,0,10.519,60.54,0.0,35.835
3018,Japan,Developed,6.56,93.44,122.38,16,Male,Rural,High,Smartphone,5.255,School,NA,5.749,6.175,3.465,10.548,33.23,2,0.34,2.047,1.079,0.433,62.575,7.012,5.14,1,22.077,1,57.258,22.459,85.788,9.68,6.315,5.752,7.07,4.631,101.844,12.197,5.943,105.743,0,0,16.299,50.781,0.0,37.226
3019,Nigeria,Underdeveloped,55.53,46.62,12.27,22,Male,Urban,Low,Shared Device,2.426,Dropout,NA,2.689,3.179,2.385,7.628,29.8,1,0.268,0.953,1.164,0.319,56.799,6.725,1.555,0,14.523,1,53.852,19.059,84.949,9.816,7.337,3.242,4.233,2.801,77.455,10.972,3.311,38.054,0,1,6.903,64.204,0.0,20.933
3020,Malaysia,Developing,20.84,45.17,39.08,19,Male,Rural,Low,Smartphone,2.64,School,NA,6.366,6.439,2.094,7.48,25.655,3,0.278,0.705,1.11,0.285,34.892,2.95,1.157,2,20.118,1,59.525,23.961,87.39,9.723,6.877,3.871,4.871,2.049,76.654,8.385,2.868,12.563,0,0,12.519,73.097,0.0,27.386
3021,Philippines,Developing,24.12,66.21,33.68,23,Female,Urban,Middle,Laptop,3.499,Diploma,Medicine,4.548,5.225,2.252,7.254,23.74,1,0.216,0.942,1.094,0.139,40.09,4.101,2.477,0,9.192,1,56.866,22.186,94.05,9.182,6.194,3.505,2.231,4.869,77.949,9.849,3.173,56.589,0,0,8.346,64.702,0.0,32.711
3022,Ghana,Underdeveloped,40.55,23.24,10.57,25,Male,Rural,Low,Smartphone,3.488,Diploma,Medicine,6.319,5.179,2.58,6.633,28.695,2,0.203,1.507,0.87,0.347,33.086,2.811,3.753,1,10.805,1,59.811,25.881,94.326,10.0,7.092,3.623,3.584,6.156,69.32,6.964,3.669,40.035,0,0,12.439,62.015,0.0,30.707
3023,Nepal,Underdeveloped,36.03,42.82,14.94,22,Male,Rural,Low,Smartphone,3.947,Diploma,Law,3.367,3.438,2.798,6.668,36.237,1,0.195,1.441,1.162,0.486,62.834,3.826,3.634,0,11.805,1,47.883,15.546,77.623,7.323,6.811,5.745,4.672,2.329,78.492,10.88,5.678,20.088,0,0,10.886,52.031,0.0,46.133
3024,Mexico,Developing,23.64,47.24,73.55,20,Female,Rural,Low,Smartphone,3.614,Postgraduate,Social Sciences,8.29,8.07,2.998,9.004,30.051,3,1.46,1.784,-0.245,0.813,89.659,3.251,1.683,2,25.139,1,52.124,29.709,94.247,9.793,5.472,4.666,4.824,5.848,93.35,12.003,6.91,37.724,0,0,14.656,49.859,0.0,57.052
3025,France,Developed,6.56,86.96,234.29,21,Male,Urban,Low,Smartphone,3.449,Diploma,Social Sciences,4.039,5.126,4.821,15.405,50.343,3,0.745,2.251,1.825,0.826,142.952,4.388,2.986,2,28.946,1,48.981,15.028,84.186,6.657,4.0,6.473,8.803,5.073,136.941,15.611,6.682,53.805,1,1,24.061,55.623,0.0,56.235
3026,Denmark,Developed,5.21,82.77,129.26,16,Other,Urban,Middle,Smartphone,7.149,School,NA,5.8,7.085,6.045,17.478,61.54,3,0.711,2.158,3.176,0.67,94.712,12.625,3.227,2,24.02,1,50.768,24.895,94.34,8.721,4.647,4.465,5.277,2.997,161.336,20.918,7.945,80.02,0,1,20.685,52.276,0.0,54.833
3027,Netherlands,Developed,14.7,80.43,107.41,21,Male,Urban,High,Both,4.07,Postgraduate,STEM,7.892,6.961,2.239,6.435,25.068,2,0.842,0.776,0.621,0.769,42.68,5.542,2.585,1,13.384,1,60.0,27.925,92.545,9.942,7.721,3.764,4.749,4.576,72.541,8.166,4.525,80.322,0,0,8.591,59.239,0.0,27.597
3028,Norway,Developed,12.08,81.51,93.09,15,Male,Urban,Middle,Both,7.437,School,NA,5.19,7.508,5.526,14.937,54.163,2,0.858,2.239,2.429,0.635,148.428,17.089,7.877,1,26.136,1,52.455,24.252,85.824,9.781,5.351,5.271,7.092,7.269,143.797,16.141,6.244,89.391,0,0,19.566,44.536,0.0,47.64
3029,Australia,Developed,13.66,78.92,208.44,22,Male,Urban,Middle,Laptop,6.891,Graduate,Medicine,6.275,8.174,5.107,13.053,53.903,4,1.45,1.856,1.801,1.194,124.533,11.564,7.64,3,32.197,2,46.034,23.029,91.84,8.508,5.514,4.783,5.561,5.9,131.946,17.924,5.702,68.407,1,0,20.697,60.796,0.0,48.178
3030,South Africa,Developing,22.33,69.46,26.6,21,Male,Rural,Low,Smartphone,4.699,Graduate,Medicine,3.666,4.834,0.379,2.245,3.0,1,0.072,0.179,0.128,0.303,21.114,1.33,0.444,0,0.0,0,57.515,20.59,94.054,9.736,8.115,2.633,2.756,1.0,25.637,2.052,3.797,19.005,0,0,0.0,81.68,0.0,33.283
3031,Chile,Developing,25.28,47.22,71.64,18,Female,Urban,High,Shared Device,6.174,Diploma,Business,5.537,6.375,4.451,11.151,48.721,4,0.741,2.637,1.074,0.656,106.985,9.898,2.574,3,29.184,1,53.911,24.303,90.678,9.243,4.0,5.576,5.768,3.613,121.966,19.697,7.427,122.508,0,0,20.97,45.773,0.0,46.116
3032,Ethiopia,Underdeveloped,38.66,23.59,24.25,15,Female,Urban,Middle,Laptop,2.852,School,NA,6.982,6.986,1.988,6.552,26.011,2,0.292,0.942,0.754,0.454,64.942,1.727,1.456,1,8.453,1,59.333,31.504,99.355,8.948,6.26,3.86,6.471,5.412,62.565,9.264,3.967,61.493,0,0,10.222,60.221,0.0,35.756
3033,Kazakhstan,Developing,31.17,54.76,39.39,18,Female,Rural,Low,Smartphone,4.903,School,NA,3.74,6.012,3.974,10.516,47.109,1,0.299,1.768,1.906,0.569,53.808,9.987,3.365,0,15.077,1,49.982,18.838,91.416,8.584,6.298,4.484,5.451,6.824,107.904,14.12,6.495,52.654,0,0,9.641,54.778,0.0,65.278
3034,Pakistan,Underdeveloped,44.14,41.89,15.38,20,Male,Urban,High,Smartphone,3.832,Dropout,NA,1.0,3.519,3.452,9.882,41.672,3,0.409,2.024,1.019,0.274,53.623,4.0,6.41,2,25.878,1,51.023,13.443,86.607,6.81,5.478,3.52,5.257,5.751,102.885,11.673,4.842,73.457,0,0,17.629,54.93,0.0,25.769
3035,Indonesia,Developing,27.24,68.17,68.45,21,Male,Urban,Low,Smartphone,4.815,Graduate,Social Sciences,5.854,8.422,3.392,9.675,36.754,2,0.95,1.72,0.721,0.889,85.301,10.167,5.657,1,9.623,1,60.0,25.469,91.01,10.0,5.883,3.77,4.924,2.45,87.501,10.155,4.95,21.03,0,0,11.588,76.742,0.0,43.94
3036,Australia,Developed,13.66,78.92,208.44,24,Female,Urban,Low,Smartphone,6.657,Dropout,NA,6.177,8.14,2.328,7.292,27.319,1,0.218,1.222,0.888,0.162,46.845,3.044,2.191,0,4.112,1,60.0,29.651,95.182,10.0,6.912,3.431,2.942,2.482,85.21,5.659,2.292,26.762,0,0,7.184,68.276,0.0,31.463
3037,Sweden,Developed,11.01,75.9,118.9,15,Male,Rural,High,Both,5.782,School,NA,6.266,6.985,4.4,12.172,52.397,3,0.661,1.731,2.008,0.731,61.524,3.986,2.63,2,22.34,1,53.644,24.145,100.0,9.422,5.539,5.231,6.378,1.707,142.402,20.524,7.956,141.497,0,0,17.707,61.586,0.0,43.885
3038,Bolivia,Underdeveloped,44.35,35.68,17.19,20,Female,Urban,Middle,Smartphone,2.912,Diploma,Social Sciences,2.83,4.02,1.999,4.895,27.773,3,0.273,0.792,0.935,0.622,39.136,3.67,1.062,2,21.289,1,49.632,17.871,81.186,5.713,5.935,4.596,4.535,7.417,51.167,5.673,3.555,52.416,0,0,16.549,50.145,0.0,20.808
3039,New Zealand,Developed,6.82,80.62,187.68,21,Female,Rural,Middle,Smartphone,5.263,Postgraduate,Medicine,8.297,7.204,2.606,7.579,34.387,1,0.96,1.236,0.41,0.632,74.93,6.902,1.529,0,19.193,1,56.336,29.372,95.489,9.423,7.495,3.011,2.599,5.897,78.131,9.044,4.967,69.303,0,0,9.127,64.105,0.0,41.893
3040,Peru,Underdeveloped,50.6,32.83,15.05,15,Male,Rural,Middle,Smartphone,1.384,School,NA,2.653,1.346,1.172,5.277,14.633,2,0.141,0.352,0.678,0.225,25.669,1.706,1.796,1,12.526,1,46.351,13.206,87.423,7.567,6.693,4.022,4.68,6.634,39.67,2.372,1.0,23.625,0,0,8.529,47.23,0.0,9.219
3041,Laos,Underdeveloped,54.88,34.81,5.74,16,Female,Urban,Low,Smartphone,3.235,School,NA,3.239,5.12,2.643,8.276,32.694,1,0.511,1.473,0.659,0.376,77.347,9.293,4.813,0,16.641,1,52.219,16.239,94.543,10.0,5.853,5.643,5.511,8.185,77.389,9.259,2.994,13.475,0,0,10.353,46.349,0.0,26.506
3042,Kenya,Underdeveloped,48.2,34.17,24.44,24,Female,Rural,Low,Smartphone,7.372,Diploma,Business,3.86,6.099,4.461,11.58,54.687,3,0.643,2.438,1.38,0.472,52.649,3.497,5.534,2,29.668,1,46.241,17.427,87.514,9.872,5.183,6.833,8.252,8.494,134.914,18.308,7.642,38.67,0,0,23.139,48.608,0.0,60.526
3043,Brazil,Developing,25.5,69.07,31.19,17,Female,Urban,Low,Shared Device,6.146,School,NA,5.272,7.198,4.075,11.649,46.099,2,0.531,2.171,1.373,0.679,107.007,8.976,6.005,1,20.531,1,60.0,24.467,90.22,10.0,5.743,6.522,5.861,5.17,131.188,16.676,7.168,49.287,1,0,15.817,58.195,0.0,66.062
3044,Tanzania,Underdeveloped,49.86,41.4,10.04,15,Male,Urban,Low,Smartphone,3.588,School,NA,4.058,5.475,1.87,8.244,20.904,3,0.221,0.962,0.686,0.263,71.003,4.459,2.328,2,15.342,1,56.634,20.179,92.72,10.0,6.123,4.474,4.953,4.498,62.4,7.592,5.729,45.37,0,0,9.591,64.138,0.0,54.813
3045,Turkey,Developing,20.82,74.61,52.36,23,Female,Urban,Middle,Laptop,6.171,Diploma,Social Sciences,4.815,4.868,2.555,7.006,24.024,2,0.495,1.476,0.584,0.367,60.441,5.767,4.21,1,15.94,1,55.896,21.961,81.355,10.0,7.221,3.787,2.823,5.072,71.888,8.56,3.129,35.34,0,1,10.901,63.081,0.0,19.145
3046,Japan,Developed,6.56,93.44,122.38,19,Male,Rural,Middle,Smartphone,7.358,Dropout,NA,1.574,3.978,4.078,12.054,48.719,3,0.551,1.536,1.991,0.708,95.273,9.695,4.148,2,26.573,1,45.816,13.237,88.885,6.87,5.373,6.527,7.65,6.806,115.709,13.063,4.892,64.961,1,1,15.848,54.522,2.69,34.905
3047,Netherlands,Developed,14.7,80.43,107.41,18,Female,Urban,Low,Smartphone,6.329,School,NA,5.175,7.656,2.73,8.553,29.683,2,0.336,0.942,1.452,0.229,58.143,7.661,1.945,1,14.306,1,57.06,19.944,92.317,10.0,7.451,4.639,5.318,5.239,88.484,9.634,6.252,46.923,1,1,13.326,61.317,0.0,52.498
3048,Canada,Developed,14.51,90.5,188.19,18,Female,Urban,Middle,Both,6.42,School,NA,3.943,5.909,4.965,13.149,51.289,4,0.31,1.6,3.055,0.3,129.535,9.134,4.905,3,37.096,2,45.562,19.063,82.406,4.625,4.239,6.734,8.498,7.083,136.274,18.704,7.356,97.069,0,1,23.884,39.409,1.235,47.976
3049,South Korea,Developed,5.58,76.77,149.77,19,Female,Rural,High,Laptop,4.092,Diploma,Social Sciences,5.005,5.97,3.304,10.254,31.455,1,0.407,1.23,1.667,0.477,94.12,3.685,2.426,0,14.392,1,56.786,20.567,85.432,8.402,6.868,4.062,4.585,3.476,79.367,10.057,5.441,83.132,0,0,9.24,74.152,0.0,35.23
3050,China,Developing,18.67,61.28,72.29,19,Female,Rural,Low,Smartphone,4.611,School,NA,5.684,4.698,4.258,12.831,47.844,2,0.598,1.981,1.679,0.419,80.304,7.152,7.677,1,25.265,1,53.899,19.914,83.474,10.0,5.733,3.759,3.54,6.56,118.567,13.738,6.43,35.516,1,0,16.867,55.144,0.0,50.744
3051,UK,Developed,12.32,93.79,133.44,16,Female,Urban,Middle,Both,7.209,School,NA,3.601,5.84,4.579,12.099,47.384,2,0.452,2.514,1.613,0.695,102.65,7.204,4.131,1,24.834,1,49.211,14.262,79.989,7.025,4.698,6.982,7.642,8.907,130.688,13.089,5.677,68.834,0,0,16.455,41.87,0.0,46.4
3052,Cambodia,Underdeveloped,42.76,43.13,10.7,19,Male,Rural,Middle,Both,4.554,Diploma,Business,3.867,3.666,3.485,9.326,44.335,2,0.267,1.054,2.164,0.422,88.675,7.093,4.442,1,12.183,1,52.38,17.732,82.272,10.0,6.141,2.932,1.565,5.169,102.022,11.101,3.759,39.362,0,0,15.355,60.382,0.0,29.174
3053,UK,Developed,12.32,93.79,133.44,16,Female,Rural,High,Laptop,7.92,School,NA,6.096,8.768,4.244,12.525,56.943,4,0.466,2.237,1.542,0.351,108.141,13.439,5.591,3,30.333,2,51.365,24.41,87.899,6.778,5.243,4.048,3.43,3.353,129.285,15.667,6.422,114.802,1,0,20.794,63.721,0.0,43.0
3054,Argentina,Developing,18.99,68.14,69.08,24,Male,Urban,Low,Shared Device,6.458,Dropout,NA,1.729,3.463,3.925,9.693,40.692,1,0.476,2.302,1.147,0.484,54.625,6.951,5.678,0,23.111,1,47.529,9.595,89.024,7.267,5.484,4.217,4.87,4.3,98.121,8.71,3.6,29.798,0,0,14.05,65.563,0.0,28.033
3055,Ghana,Underdeveloped,40.55,23.24,10.57,15,Female,Rural,Low,Smartphone,3.771,School,NA,5.417,6.032,2.481,7.333,37.324,2,0.324,1.031,1.126,0.41,56.261,3.019,4.203,1,15.876,1,53.384,23.464,83.652,9.508,7.099,3.664,2.302,4.414,78.326,6.742,4.517,40.332,0,0,9.391,68.207,0.0,45.404
3056,Nepal,Underdeveloped,36.03,42.82,14.94,21,Female,Rural,Low,Shared Device,4.385,Diploma,STEM,4.52,6.681,2.58,8.093,33.284,2,0.497,0.851,1.232,0.348,46.42,1.945,3.072,1,17.145,1,53.079,24.87,89.06,7.523,6.277,3.261,3.57,4.834,85.757,10.905,5.442,40.679,0,1,12.115,55.823,0.0,42.784
3057,Kenya,Underdeveloped,48.2,34.17,24.44,17,Female,Rural,Low,Smartphone,4.649,School,NA,4.52,4.882,1.997,7.295,23.085,3,0.35,0.762,0.885,0.176,32.286,6.698,2.077,2,17.992,1,54.167,21.432,81.516,8.706,5.774,5.595,4.407,5.336,77.765,9.372,6.068,48.264,0,1,13.032,52.508,0.0,57.316
3058,Bangladesh,Underdeveloped,37.93,39.13,19.06,17,Male,Rural,Middle,Laptop,4.526,School,NA,7.18,6.468,2.722,8.58,32.126,2,0.453,1.143,1.126,0.514,83.619,5.367,4.73,1,7.864,1,60.0,26.692,93.008,10.0,6.889,3.286,4.463,5.704,80.758,9.404,3.143,29.946,0,0,7.788,66.686,0.0,30.486
3059,Qatar,Developing,16.3,54.93,27.19,18,Male,Rural,Middle,Smartphone,6.397,School,NA,5.321,6.664,4.307,11.174,49.393,2,0.762,2.463,1.082,0.541,51.064,7.624,7.843,1,17.834,1,55.67,21.394,98.526,10.0,5.325,5.937,6.953,4.482,112.315,12.423,3.264,50.641,0,0,13.91,61.522,0.0,27.444
3060,Chile,Developing,25.28,47.22,71.64,19,Female,Rural,Middle,Smartphone,6.002,School,NA,5.596,6.043,4.806,14.57,52.538,4,0.62,1.864,2.322,0.651,95.969,16.857,6.783,3,29.994,1,51.089,23.342,95.704,10.0,4.703,4.748,5.398,6.908,139.415,17.441,5.701,45.313,0,0,21.971,41.6,0.0,34.541
3061,USA,Developed,8.75,94.39,85.34,17,Male,Rural,Middle,Both,6.639,School,NA,6.554,6.745,5.627,15.38,59.031,3,0.918,1.837,2.871,0.7,110.457,18.205,5.133,2,27.538,1,53.038,25.122,80.537,8.626,5.914,6.072,6.973,6.638,150.46,20.699,8.267,103.933,1,1,22.778,43.551,0.0,53.717
3062,Australia,Developed,13.66,78.92,208.44,15,Male,Rural,Middle,Smartphone,8.416,School,NA,3.52,7.127,5.831,14.861,59.913,4,0.577,3.043,2.211,0.308,136.518,4.408,10.059,3,41.024,2,35.135,19.138,81.641,5.835,4.402,7.16,5.764,8.832,153.145,17.24,7.523,83.9,0,0,24.729,45.379,6.717,58.67
3063,Pakistan,Underdeveloped,44.14,41.89,15.38,22,Female,Urban,Low,Shared Device,3.246,Diploma,Law,6.022,5.05,2.338,5.247,30.749,1,0.305,1.363,0.67,0.239,31.069,2.673,1.939,0,16.711,1,59.351,23.909,88.767,8.853,6.897,3.159,2.894,6.241,76.044,8.797,4.066,15.505,0,0,9.087,69.286,0.0,28.427
3064,Saudi Arabia,Developing,18.41,63.7,33.33,18,Female,Rural,Middle,Both,6.51,School,NA,7.746,9.432,3.201,9.558,43.536,2,0.245,1.48,1.477,0.38,65.913,3.242,3.333,1,20.75,1,56.449,29.668,93.639,8.527,5.777,6.312,6.368,6.208,91.153,14.911,5.886,67.108,0,0,14.51,54.992,0.0,46.188
3065,Peru,Underdeveloped,50.6,32.83,15.05,21,Male,Urban,Low,Shared Device,2.571,Dropout,NA,3.478,4.255,0.516,2.517,13.569,2,0.091,0.199,0.226,0.317,13.315,2.713,0.555,1,7.463,1,51.672,21.44,87.144,9.226,6.662,4.771,4.276,4.153,26.623,2.397,2.414,24.371,0,0,6.726,61.824,0.0,21.622
3066,Nepal,Underdeveloped,36.03,42.82,14.94,17,Female,Rural,Middle,Both,4.598,Dropout,NA,3.263,6.333,2.946,9.949,40.402,2,0.377,1.197,1.372,0.271,85.359,3.842,1.531,1,9.616,1,54.68,20.41,96.631,10.0,7.264,1.404,1.185,1.0,88.901,14.365,5.371,76.147,0,1,14.023,86.674,0.0,38.249
3067,Pakistan,Underdeveloped,44.14,41.89,15.38,24,Female,Urban,Low,Smartphone,6.621,Graduate,STEM,8.132,10.94,2.918,8.904,33.014,3,0.758,1.523,0.637,0.558,41.388,7.333,4.627,2,19.204,1,57.052,31.41,93.099,10.0,5.947,4.409,5.95,3.635,74.352,9.103,3.935,16.962,0,0,17.039,56.95,0.0,28.137
3068,Germany,Developed,10.99,92.9,166.46,24,Male,Rural,Middle,Smartphone,9.485,Graduate,Social Sciences,6.448,7.067,4.502,11.859,47.222,3,1.36,2.578,0.564,0.735,92.856,2.714,8.638,2,31.463,2,54.167,23.469,100.0,10.0,4.0,7.393,6.382,8.224,126.413,18.125,8.217,82.903,0,0,21.667,46.845,0.0,64.21
3069,Romania,Developing,15.93,48.48,50.64,23,Male,Urban,High,Shared Device,4.834,Graduate,Law,6.329,8.043,2.771,8.922,33.923,3,0.581,1.283,0.907,0.477,39.853,6.11,3.495,2,22.864,1,55.921,24.093,93.32,10.0,6.372,3.763,4.424,4.511,87.07,14.566,6.043,101.774,1,0,15.253,57.689,0.0,34.686
3070,Japan,Developed,6.56,93.44,122.38,23,Female,Urban,Middle,Smartphone,6.252,Diploma,Medicine,4.693,3.978,3.043,10.329,32.872,3,0.296,1.509,1.238,0.394,98.803,11.628,5.816,2,22.634,1,55.91,19.434,79.52,9.777,5.8,4.871,5.268,2.849,103.543,13.43,6.687,82.355,0,0,16.186,55.357,0.0,65.062
3071,Laos,Underdeveloped,54.88,34.81,5.74,18,Male,Rural,Low,Shared Device,0.819,School,NA,6.352,5.271,0.0,2.009,4.308,1,0.0,0.0,0.0,0.0,11.987,2.12,0.0,0,0.0,0,60.0,28.556,97.394,10.0,8.279,1.726,1.0,1.0,13.645,1.631,3.255,34.394,0,0,0.0,76.825,0.0,39.172
3072,Mexico,Developing,23.64,47.24,73.55,20,Male,Rural,High,Smartphone,5.292,Diploma,STEM,4.53,4.675,2.317,6.562,27.901,3,0.335,0.779,1.203,0.563,49.375,2.95,3.149,2,23.174,1,58.795,18.027,94.142,8.038,5.917,6.269,6.525,5.863,65.889,3.963,4.769,81.574,0,0,14.275,46.543,0.0,44.196
3073,Saudi Arabia,Developing,18.41,63.7,33.33,16,Female,Rural,Low,Smartphone,4.218,School,NA,4.577,2.241,2.398,8.93,25.831,2,0.198,1.326,0.874,0.154,54.569,3.093,1.785,1,12.031,1,60.0,19.888,85.544,10.0,5.516,3.983,5.705,2.061,79.724,8.699,4.205,36.264,0,0,13.537,60.489,0.0,33.742
3074,Sweden,Developed,11.01,75.9,118.9,16,Male,Urban,High,Laptop,5.313,School,NA,3.83,4.588,3.083,10.296,37.457,2,0.225,1.437,1.42,0.551,45.088,4.28,2.88,1,5.129,1,54.884,19.631,86.729,10.0,6.673,4.944,5.945,3.894,77.662,11.346,4.258,96.556,0,1,10.956,63.184,0.0,33.518
3075,Netherlands,Developed,14.7,80.43,107.41,16,Female,Rural,High,Laptop,3.847,School,NA,4.275,6.538,2.105,6.706,25.247,2,0.192,1.16,0.752,0.284,59.175,7.372,2.872,1,12.301,1,46.549,22.032,88.474,7.798,6.822,3.216,3.777,5.422,71.4,15.158,5.113,79.716,0,1,8.805,70.291,0.0,24.019
3076,Denmark,Developed,5.21,82.77,129.26,21,Male,Urban,Middle,Laptop,8.856,Postgraduate,STEM,7.879,10.146,6.484,17.441,65.784,4,2.642,2.967,0.874,1.499,168.055,5.721,4.55,3,48.133,2,44.273,30.827,94.678,7.074,4.0,6.538,6.81,7.94,181.438,21.31,7.787,69.753,1,0,31.228,45.114,0.0,58.927
3077,Laos,Underdeveloped,54.88,34.81,5.74,19,Female,Rural,High,Smartphone,4.469,School,NA,4.901,6.316,2.666,8.616,35.624,2,0.227,1.514,0.925,0.592,59.325,6.476,1.706,1,17.229,1,52.932,21.974,93.537,8.782,6.589,4.389,5.277,4.877,88.93,8.669,3.684,76.298,0,0,10.223,59.54,0.0,36.303
3078,China,Developing,18.67,61.28,72.29,23,Female,Rural,Middle,Smartphone,5.823,Diploma,Social Sciences,8.971,9.383,3.472,9.052,34.398,1,0.547,1.093,1.832,0.565,75.667,3.913,4.836,0,7.223,1,60.0,33.171,100.0,8.492,7.178,2.145,1.16,3.825,90.944,10.544,4.105,28.366,1,0,10.399,59.798,0.0,22.775
3079,USA,Developed,8.75,94.39,85.34,19,Male,Urban,Middle,Smartphone,7.514,School,NA,4.616,7.232,3.757,11.359,46.037,1,0.567,1.886,1.304,0.78,103.33,13.567,2.97,0,10.728,1,58.027,24.751,91.601,9.079,6.047,3.637,1.297,4.644,110.176,16.062,6.56,86.449,0,0,10.6,50.498,0.0,44.492
3080,Cambodia,Underdeveloped,42.76,43.13,10.7,17,Female,Rural,Low,Shared Device,5.339,Dropout,NA,4.363,4.937,3.665,9.346,35.07,2,0.465,1.934,1.267,0.455,63.537,2.699,4.443,1,20.479,1,51.538,22.783,87.353,8.808,5.301,4.045,4.157,4.193,105.705,13.966,6.774,51.62,1,0,13.685,57.377,0.0,57.847
3081,Indonesia,Developing,27.24,68.17,68.45,17,Female,Urban,Low,Smartphone,5.269,School,NA,3.953,4.836,3.448,9.646,43.407,2,0.54,1.469,1.439,0.519,45.052,6.259,3.072,1,22.875,1,48.913,21.956,88.245,9.915,7.456,3.78,4.583,3.869,82.722,10.649,6.393,62.419,0,1,11.263,64.935,0.0,54.279
3082,Romania,Developing,15.93,48.48,50.64,25,Female,Urban,High,Smartphone,2.808,Graduate,Social Sciences,8.454,8.507,1.813,5.732,26.02,1,0.338,0.935,0.54,0.666,40.423,2.29,2.785,0,19.835,1,60.0,31.544,98.146,9.397,7.518,4.131,4.375,3.65,47.235,10.53,5.689,106.434,0,0,8.508,68.503,0.0,34.871
3083,Switzerland,Developed,13.32,91.57,238.05,22,Female,Urban,Middle,Both,5.17,Postgraduate,Social Sciences,6.883,7.179,3.173,8.392,42.368,3,1.555,1.241,0.377,1.225,65.559,3.137,5.933,2,15.022,1,60.0,28.187,86.9,8.929,5.816,3.072,3.316,2.065,94.364,13.211,4.628,58.934,0,0,15.752,69.792,0.0,41.762
3084,Kuwait,Developing,33.98,46.91,40.26,17,Male,Urban,Low,Smartphone,5.833,Dropout,NA,5.195,5.261,3.58,10.054,36.026,2,0.343,2.144,1.092,0.337,49.131,7.225,4.46,1,17.88,1,55.558,25.661,83.368,9.014,5.984,4.739,5.362,4.959,107.352,15.779,6.088,42.165,0,0,16.704,57.896,0.0,56.258
